"id","iso2","year","new_sp_m04","new_sp_m514","new_sp_m014","new_sp_m1524","new_sp_m2534","new_sp_m3544","new_sp_m4554","new_sp_m5564","new_sp_m65","new_sp_mu","new_sp_f04","new_sp_f514","new_sp_f014","new_sp_f1524","new_sp_f2534","new_sp_f3544","new_sp_f4554","new_sp_f5564","new_sp_f65","new_sp_fu"
"1433","DM",2007,0,0,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,1,0,NA
"1434","DM",2008,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1435","DO",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","DO",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","DO",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","DO",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","DO",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","DO",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","DO",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","DO",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","DO",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","DO",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","DO",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","DO",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","DO",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","DO",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","DO",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","DO",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","DO",1996,NA,NA,17,231,262,128,79,45,42,NA,NA,NA,21,178,147,61,44,23,22,NA
"1452","DO",1997,NA,NA,76,450,471,246,145,111,81,NA,NA,NA,53,314,329,171,102,77,56,NA
"1453","DO",1998,NA,NA,62,340,416,184,130,114,50,NA,NA,NA,60,265,247,141,79,73,33,NA
"1454","DO",1999,NA,NA,90,507,485,356,238,166,183,NA,NA,NA,99,363,359,226,160,121,136,NA
"1455","DO",2000,NA,NA,73,410,481,344,173,125,113,NA,NA,NA,65,317,325,212,115,79,75,NA
"1456","DO",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","DO",2002,NA,NA,39,295,417,270,145,86,71,NA,NA,NA,35,251,241,137,81,49,62,NA
"1458","DO",2003,NA,NA,52,364,518,331,194,116,112,NA,NA,NA,48,301,288,211,116,82,73,NA
"1459","DO",2004,NA,NA,45,391,502,363,180,122,104,NA,NA,NA,39,301,288,177,104,60,44,NA
"1460","DO",2005,NA,NA,43,399,483,386,228,123,105,NA,NA,NA,57,339,332,209,119,72,54,NA
"1461","DO",2006,NA,NA,25,342,480,340,207,111,92,NA,NA,NA,38,287,320,189,106,63,58,NA
"1462","DO",2007,NA,NA,23,290,403,362,209,108,85,NA,NA,NA,29,249,242,174,103,53,43,NA
"1463","DO",2008,2,14,16,322,398,337,198,122,105,0,4,30,34,288,272,163,96,55,52,0
"1464","DZ",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","DZ",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","DZ",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","DZ",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","DZ",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","DZ",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","DZ",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","DZ",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","DZ",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","DZ",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","DZ",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","DZ",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","DZ",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","DZ",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","DZ",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","DZ",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","DZ",1997,NA,NA,659,1422,1982,639,357,312,396,NA,NA,NA,92,1102,702,405,242,236,356,NA
"1481","DZ",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","DZ",1999,NA,NA,40,1193,1344,556,706,263,315,NA,NA,NA,92,884,621,281,221,243,329,NA
"1483","DZ",2000,NA,NA,59,927,1516,610,491,234,299,NA,NA,NA,36,1005,1293,746,314,208,312,NA
"1484","DZ",2001,NA,NA,41,1345,1614,708,401,283,390,NA,NA,NA,79,1057,782,352,287,280,334,NA
"1485","DZ",2002,NA,NA,39,1364,1580,630,406,273,280,NA,NA,NA,71,1840,730,334,224,217,258,NA
"1486","DZ",2003,NA,NA,40,1316,1633,706,429,231,328,NA,NA,NA,74,1017,702,326,242,241,356,NA
"1487","DZ",2004,NA,NA,63,1326,1694,758,434,271,373,NA,NA,NA,92,1011,798,320,253,227,359,NA
"1488","DZ",2005,NA,NA,53,1309,1841,919,473,314,426,NA,NA,NA,102,1044,820,389,270,229,465,NA
"1489","DZ",2006,NA,NA,41,1173,1573,692,409,251,360,NA,NA,NA,80,971,679,339,223,197,408,NA
"1490","DZ",2007,NA,NA,95,1388,1749,813,494,296,407,NA,NA,NA,109,1031,811,335,273,247,391,NA
"1491","DZ",2008,NA,NA,99,1505,1786,794,447,198,463,NA,NA,NA,150,1263,827,346,256,226,286,NA
"1492","EC",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","EC",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","EC",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","EC",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","EC",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","EC",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","EC",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","EC",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","EC",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","EC",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","EC",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","EC",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504","EC",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","EC",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","EC",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","EC",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","EC",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","EC",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","EC",1998,NA,NA,169,402,286,58,NA,NA,NA,NA,NA,NA,44,290,175,99,NA,NA,NA,NA
"1511","EC",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","EC",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","EC",2001,NA,NA,39,673,832,269,202,251,116,NA,NA,NA,37,591,584,267,180,208,190,NA
"1514","EC",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","EC",2003,NA,NA,18,310,266,194,125,75,96,NA,NA,NA,24,217,140,94,56,44,40,NA
"1516","EC",2004,NA,NA,84,732,537,563,265,315,153,NA,NA,NA,108,522,342,268,170,161,120,NA
"1517","EC",2005,NA,NA,48,446,468,308,237,150,159,NA,NA,NA,48,329,305,199,139,85,127,NA
"1518","EC",2006,NA,NA,32,479,496,340,259,181,183,NA,NA,NA,46,321,315,183,143,92,112,NA
"1519","EC",2007,NA,NA,42,555,486,367,282,178,227,NA,NA,NA,57,365,335,198,133,100,123,NA
"1520","EC",2008,NA,NA,32,507,518,372,278,187,202,NA,NA,NA,56,334,331,185,126,107,145,NA
"1521","EE",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","EE",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","EE",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","EE",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","EE",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","EE",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","EE",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","EE",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","EE",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","EE",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","EE",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","EE",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","EE",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534","EE",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535","EE",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536","EE",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537","EE",1996,NA,NA,1,7,34,53,39,28,19,NA,NA,NA,0,10,14,16,5,2,12,NA
"1538","EE",1997,NA,NA,0,4,23,59,53,29,17,NA,NA,NA,0,8,16,17,14,6,12,NA
"1539","EE",1998,NA,NA,0,15,49,60,64,34,22,NA,NA,NA,0,7,7,15,9,7,10,NA
"1540","EE",1999,NA,NA,0,14,35,72,55,19,17,NA,NA,NA,0,8,9,20,16,2,7,NA
"1541","EE",2000,NA,NA,0,6,31,53,56,35,15,NA,NA,NA,0,9,11,14,11,4,10,NA
"1542","EE",2001,NA,NA,0,10,25,43,37,24,14,NA,NA,NA,0,6,11,17,11,6,8,NA
"1543","EE",2002,NA,NA,0,9,20,47,45,19,7,NA,NA,NA,0,7,11,16,9,5,8,NA
"1544","EE",2003,NA,NA,0,7,28,38,35,24,18,NA,NA,NA,0,7,4,11,12,2,15,NA
"1545","EE",2004,NA,NA,0,6,24,42,54,14,11,NA,NA,NA,0,4,12,10,13,6,7,NA
"1546","EE",2005,0,0,0,9,25,19,40,12,7,0,0,0,0,6,11,8,11,6,8,0
"1547","EE",2006,0,0,0,4,19,24,40,12,7,0,0,0,0,3,9,10,9,4,6,0
"1548","EE",2007,0,0,0,6,26,32,37,21,12,0,0,0,0,2,5,5,8,7,6,0
"1549","EE",2008,0,0,0,3,14,26,34,12,13,0,0,0,0,2,7,6,8,4,15,0
"1550","EG",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551","EG",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552","EG",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","EG",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554","EG",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555","EG",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556","EG",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557","EG",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558","EG",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559","EG",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560","EG",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561","EG",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562","EG",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563","EG",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564","EG",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565","EG",1995,NA,NA,223,542,665,460,408,463,160,NA,NA,NA,134,288,367,274,256,160,75,NA
"1566","EG",1996,NA,NA,58,714,1056,703,485,308,154,NA,NA,NA,64,52,420,259,229,89,44,NA
"1567","EG",1997,NA,NA,50,737,1033,767,465,291,142,NA,NA,NA,64,525,388,264,200,114,34,NA
"1568","EG",1998,NA,NA,45,761,943,761,475,286,174,NA,NA,NA,60,489,405,291,204,139,44,NA
"1569","EG",1999,NA,NA,31,708,889,691,458,288,170,NA,NA,NA,57,485,347,248,193,112,36,NA
"1570","EG",2000,NA,NA,21,641,827,667,476,307,158,NA,NA,NA,55,457,343,257,211,112,48,NA
"1571","EG",2001,NA,NA,34,586,879,614,453,268,159,NA,NA,NA,57,438,396,265,207,109,49,NA
"1572","EG",2002,NA,NA,39,662,774,682,576,303,171,NA,NA,NA,77,424,365,245,254,145,60,NA
"1573","EG",2003,NA,NA,42,586,814,675,631,404,195,NA,NA,NA,57,463,338,268,282,175,71,NA
"1574","EG",2004,NA,NA,14,563,763,588,502,502,204,NA,NA,NA,44,491,317,233,233,111,54,NA
"1575","EG",2005,NA,NA,25,524,606,421,414,243,123,NA,NA,NA,48,431,298,205,218,132,42,NA
"1576","EG",2006,19,35,54,542,728,563,587,340,136,NA,8,55,64,470,367,338,279,155,87,NA
"1577","EG",2007,NA,NA,35,588,853,629,643,359,214,NA,NA,NA,25,500,325,245,225,173,72,NA
"1578","EG",2008,0,13,13,581,640,807,791,431,242,8,0,7,7,382,412,308,195,169,113,3
"1579","ER",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580","ER",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581","ER",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582","ER",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583","ER",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","ER",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585","ER",1997,NA,NA,0,2,12,21,12,6,4,NA,NA,NA,0,3,10,20,10,4,5,NA
"1586","ER",1998,NA,NA,4,36,30,19,15,8,10,NA,NA,NA,3,43,29,11,9,6,5,NA
"1587","ER",1999,NA,NA,3,55,75,49,51,30,17,NA,NA,NA,3,65,94,34,30,17,7,NA
"1588","ER",2000,NA,NA,9,70,75,57,32,25,20,NA,NA,NA,10,100,87,71,21,12,8,NA
"1589","ER",2001,NA,NA,5,79,95,77,40,42,21,NA,NA,NA,9,96,76,66,50,31,15,NA
"1590","ER",2002,NA,NA,16,85,88,53,41,24,23,NA,NA,NA,15,75,85,52,39,30,20,NA
"1591","ER",2003,NA,NA,17,90,85,55,46,44,36,NA,NA,NA,27,120,149,100,60,36,22,NA
"1592","ER",2004,NA,NA,14,67,61,45,45,39,29,NA,NA,NA,13,95,118,67,43,23,20,NA
"1593","ER",2005,NA,NA,9,68,73,50,45,51,39,NA,NA,NA,8,67,127,72,39,21,18,NA
"1594","ER",2006,NA,NA,6,50,55,44,52,42,36,NA,NA,NA,17,109,123,64,45,19,18,NA
"1595","ER",2007,4,17,21,56,85,73,62,53,44,NA,0,2,2,70,89,56,47,21,15,NA
"1596","ER",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","ES",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598","ES",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599","ES",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600","ES",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601","ES",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602","ES",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","ES",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604","ES",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605","ES",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606","ES",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607","ES",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608","ES",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609","ES",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1610","ES",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611","ES",1995,NA,NA,22,132,337,242,150,112,228,NA,NA,NA,23,90,129,64,39,34,98,NA
"1612","ES",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","ES",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614","ES",1998,NA,NA,25,186,361,294,195,114,205,NA,NA,NA,3,149,167,61,27,25,104,NA
"1615","ES",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616","ES",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","ES",2001,NA,NA,13,160,355,351,215,134,232,NA,NA,NA,15,140,237,116,37,21,83,NA
"1618","ES",2002,NA,NA,22,189,392,405,300,192,337,NA,NA,NA,17,194,265,131,56,29,117,NA
"1619","ES",2003,NA,NA,7,153,334,305,219,132,222,NA,NA,NA,6,138,218,113,51,29,87,NA
"1620","ES",2004,NA,NA,14,140,301,312,229,142,227,NA,NA,NA,9,158,202,125,48,22,82,NA
"1621","ES",2005,6,7,13,166,394,367,230,140,230,2,6,4,10,142,252,151,63,24,108,2
"1622","ES",2006,12,6,18,142,332,311,232,105,175,2,8,9,17,122,264,137,48,19,77,1
"1623","ES",2007,4,6,10,184,375,379,257,128,191,2,8,4,12,164,291,136,63,23,93,2
"1624","ES",2008,9,9,18,179,355,349,268,157,200,0,3,10,13,168,294,173,68,16,73,1
"1625","ET",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626","ET",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627","ET",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628","ET",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629","ET",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","ET",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","ET",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632","ET",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","ET",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","ET",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","ET",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636","ET",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","ET",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638","ET",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","ET",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","ET",1995,NA,NA,247,1221,1017,541,276,142,51,NA,NA,NA,283,908,781,382,152,64,15,NA
"1641","ET",1996,NA,NA,302,1739,1609,854,427,201,71,NA,NA,NA,369,1564,1147,576,246,88,32,NA
"1642","ET",1997,NA,NA,579,2810,2520,1365,736,401,193,NA,NA,NA,687,2469,2173,1039,481,192,108,NA
"1643","ET",1998,NA,NA,715,2643,3187,1610,839,429,171,NA,NA,NA,832,3016,2434,1220,519,194,55,NA
"1644","ET",1999,NA,NA,692,3916,3673,1925,1045,471,230,NA,NA,NA,798,3310,2949,1539,713,225,69,NA
"1645","ET",2000,NA,NA,915,5095,5187,3082,1495,610,397,NA,NA,NA,1037,4699,4424,2105,976,366,122,NA
"1646","ET",2001,NA,NA,913,5730,5594,3233,1581,742,354,NA,NA,NA,1107,5109,4830,2372,1014,338,111,NA
